Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP001303,Male,Yes,1,Graduate,Yes,12295,5984,52.0,360,0.0,Rural,N
LP001304,Male,Yes,0,Graduate,No,6303,7715,288.0,360,0.0,Urban,Y
LP001305,Male,No,2,Not Graduate,Yes,3230,9454,49.0,180,0.0,Semiurban,Y
LP001306,Male,Yes,3+,Graduate,Yes,13120,7747,45.0,360,0.0,Rural,N
LP001307,Female,Yes,0,Graduate,Yes,7476,2155,389.0,360,1.0,Rural,Y
LP001308,Male,Yes,1,Graduate,Yes,14348,7956,229.0,360,0.0,Semiurban,Y
LP001309,Male,Yes,3+,Not Graduate,Yes,14784,9563,288.0,360,0.0,Semiurban,Y
LP001310,Male,Yes,0,Graduate,,13846,1915,343.0,240,0.0,Semiurban,Y
LP001311,,No,2,Graduate,Yes,9311,7918,142.0,360,0.0,Semiurban,Y
LP001312,Male,Yes,2,Graduate,Yes,8528,4351,52.0,360,0.0,Urban,N
LP001313,Male,Yes,2,Not Graduate,Yes,14978,7468,162.0,360,0.0,Semiurban,Y
LP001314,Male,No,0,Graduate,Yes,5218,7067,164.0,360,0.0,Semiurban,Y
LP001315,Female,Yes,0,Graduate,Yes,14754,5264,281.0,360,,Urban,Y
LP001316,Female,Yes,2,Not Graduate,Yes,8588,5795,24.0,360,0.0,Semiurban,Y
LP001317,Male,No,0,Not Graduate,Yes,3124,9739,180.0,360,0.0,Semiurban,Y
LP001318,Male,No,1,Graduate,Yes,3306,4455,329.0,360,0.0,Semiurban,N
LP001319,Male,Yes,0,Not Graduate,Yes,14050,7691,163.0,180,0.0,Semiurban,Y
LP001320,Male,Yes,0,Graduate,,11146,1213,171.0,360,0.0,Semiurban,N
LP001321,Male,Yes,3+,Graduate,Yes,10045,6439,24.0,360,0.0,Semiurban,N
LP001322,Male,Yes,1,Graduate,Yes,4433,9052,214.0,360,0.0,Urban,N
LP001323,Male,Yes,3+,Graduate,Yes,2440,9181,144.0,360,0.0,Urban,Y
LP001324,Male,Yes,0,Not Graduate,Yes,9287,2923,95.0,360,0.0,Urban,Y
LP001325,Male,Yes,1,Graduate,Yes,5445,1432,325.0,360,0.0,Urban,Y
LP001326,Female,Yes,0,Graduate,Yes,8558,340,188.0,360,0.0,Semiurban,Y
LP001327,Male,Yes,2,Graduate,No,13834,7381,,360,0.0,Rural,Y
LP001328,Male,No,2,Graduate,Yes,6348,1198,202.0,360,0.0,Urban,N
LP001329,Male,Yes,0,Graduate,Yes,9921,9659,356.0,360,0.0,Rural,N
LP001330,Male,Yes,3+,Graduate,Yes,13174,4296,132.0,360,0.0,Semiurban,Y
LP001331,Male,Yes,0,Graduate,Yes,6352,8186,295.0,360,0.0,Urban,N
LP001332,Male,Yes,2,Not Graduate,Yes,7959,4193,197.0,360,1.0,Urban,Y
LP001333,Male,No,3+,Graduate,Yes,6357,8113,144.0,360,0.0,Semiurban,Y
LP001334,Male,Yes,3+,Graduate,Yes,14888,9483,310.0,180,0.0,Semiurban,Y
LP001335,,Yes,3+,Graduate,Yes,9238,4934,342.0,360,0.0,Urban,Y
LP001336,Male,Yes,0,Graduate,Yes,1737,8543,218.0,360,0.0,Urban,Y
LP001337,Male,No,0,Not Graduate,Yes,5272,6610,157.0,360,0.0,Rural,Y
LP001338,Female,Yes,0,Not Graduate,Yes,9235,9493,237.0,360,0.0,Urban,Y
LP001339,Male,Yes,1,Graduate,Yes,13865,3087,316.0,360,0.0,Rural,Y
LP001340,Male,Yes,2,Graduate,Yes,4281,6073,187.0,360,1.0,Urban,Y
LP001341,Male,Yes,0,Graduate,Yes,12298,455,153.0,360,0.0,Semiurban,Y
LP001342,Male,Yes,2,Graduate,Yes,8587,5853,180.0,360,0.0,Semiurban,Y
LP001343,Male,Yes,0,Graduate,Yes,3484,3250,291.0,360,0.0,Semiurban,Y
LP001344,Male,No,0,Not Graduate,Yes,12787,9349,299.0,360,0.0,Urban,Y
LP001345,Male,No,2,Not Graduate,Yes,2552,257,267.0,360,,Urban,Y
LP001346,Male,Yes,1,Graduate,Yes,9158,481,241.0,360,0.0,Semiurban,Y
LP001347,Male,Yes,3+,Not Graduate,Yes,6754,4730,335.0,360,0.0,Urban,Y
LP001348,Male,Yes,0,Not Graduate,No,1850,1396,396.0,360,0.0,Semiurban,N
LP001349,Male,No,2,Not Graduate,Yes,2412,5418,349.0,360,0.0,Rural,Y
LP001350,Male,Yes,0,Not Graduate,Yes,5945,5171,191.0,360,0.0,Rural,Y
LP001351,Male,No,0,Graduate,Yes,10996,6073,278.0,360,0.0,Urban,Y
LP001352,Male,Yes,2,Graduate,Yes,12215,7059,275.0,360,0.0,Semiurban,Y
LP001353,Female,Yes,3+,Not Graduate,Yes,1791,6455,187.0,360,0.0,Semiurban,N
LP001354,Male,Yes,0,Not Graduate,Yes,10904,6202,139.0,360,0.0,Urban,Y
LP001355,Male,Yes,0,Not Graduate,Yes,9250,6178,38.0,360,0.0,Urban,Y
LP001356,Male,No,1,Graduate,Yes,1967,647,315.0,360,0.0,Urban,Y
LP001357,Male,No,0,Graduate,No,4777,1611,328.0,360,0.0,Semiurban,Y
LP001358,Male,Yes,3+,Graduate,Yes,6861,3884,266.0,360,0.0,Rural,N
LP001359,Male,Yes,2,Graduate,Yes,6803,4982,224.0,360,0.0,Rural,Y
LP001360,Female,No,0,Graduate,Yes,12217,3586,86.0,360,0.0,Semiurban,Y
LP001361,Male,No,1,Graduate,Yes,5075,7673,361.0,360,0.0,Semiurban,Y
LP001362,Male,Yes,2,Graduate,Yes,12891,6080,364.0,360,0.0,Rural,Y
LP001363,Male,Yes,0,Graduate,Yes,8092,758,204.0,360,,Semiurban,Y
LP001364,Male,Yes,2,Graduate,Yes,5825,632,361.0,360,0.0,Semiurban,Y
LP001365,Male,Yes,0,Graduate,Yes,2564,7848,127.0,360,0.0,Rural,Y
LP001366,Female,Yes,2,Graduate,Yes,6388,329,184.0,360,0.0,Urban,Y
LP001367,Male,Yes,0,Graduate,Yes,13155,5446,140.0,120,0.0,Urban,Y
LP001368,Female,Yes,3+,Not Graduate,Yes,14611,8201,103.0,120,0.0,Semiurban,N
LP001369,Female,Yes,0,Graduate,Yes,11385,984,,360,,Rural,Y
LP001370,Male,Yes,0,Graduate,Yes,14623,668,280.0,120,1.0,Urban,Y
LP001371,Male,No,3+,Not Graduate,Yes,3894,441,126.0,360,0.0,Semiurban,Y
LP001372,Male,No,0,Graduate,Yes,11749,2925,142.0,360,0.0,Semiurban,Y
LP001373,Male,Yes,0,Not Graduate,Yes,9778,4020,92.0,360,0.0,Semiurban,N
LP001374,Male,No,0,Graduate,Yes,12284,5677,356.0,360,0.0,Urban,Y
LP001375,Male,No,0,Not Graduate,Yes,13734,8465,332.0,360,0.0,Rural,Y
LP001376,Male,Yes,3+,Graduate,No,4420,4713,173.0,360,1.0,Rural,N
LP001377,Male,Yes,2,Not Graduate,Yes,8358,9218,308.0,120,0.0,Semiurban,Y
LP001378,Female,No,0,Not Graduate,Yes,1503,2373,116.0,360,0.0,Rural,N
LP001379,Male,No,2,Graduate,Yes,12786,9749,311.0,360,0.0,Rural,Y
LP001380,Female,No,1,Graduate,Yes,7440,3126,368.0,360,0.0,Semiurban,Y
LP001381,Male,No,3+,Graduate,Yes,9548,2933,297.0,360,0.0,Rural,Y
LP001382,Male,Yes,0,Graduate,Yes,11213,8639,273.0,360,0.0,Rural,N
LP001383,Male,Yes,1,Graduate,No,12640,3368,101.0,360,0.0,Urban,Y
LP001384,Male,Yes,1,Not Graduate,Yes,13549,6516,36.0,240,0.0,Urban,Y
LP001385,Female,Yes,1,Graduate,Yes,3477,3806,319.0,120,0.0,Urban,Y
LP001386,Male,Yes,1,Graduate,Yes,11166,5255,199.0,360,0.0,Semiurban,Y
LP001387,Female,Yes,0,Not Graduate,Yes,10822,8066,235.0,360,0.0,Urban,Y
LP001388,Male,Yes,2,Graduate,Yes,10572,8261,41.0,360,0.0,Urban,Y
LP001389,Male,No,1,Graduate,No,11093,4585,255.0,360,0.0,Rural,Y
LP001390,Male,Yes,3+,Not Graduate,No,11667,4598,230.0,360,0.0,Semiurban,Y
LP001391,Female,Yes,0,Not Graduate,No,14723,5817,305.0,360,1.0,Rural,Y
LP001392,Female,Yes,2,Graduate,Yes,3250,116,226.0,360,0.0,Rural,Y
LP001393,Male,Yes,3+,Not Graduate,Yes,1501,1813,344.0,360,0.0,Urban,Y
LP001394,Male,No,2,Graduate,Yes,10836,903,274.0,360,0.0,Semiurban,Y
LP001395,Male,No,3+,Graduate,Yes,11330,8685,364.0,360,0.0,Urban,Y
LP001396,Male,No,3+,Graduate,Yes,9840,6205,30.0,360,0.0,Semiurban,Y
LP001397,Female,Yes,0,Graduate,Yes,5747,3858,326.0,360,1.0,Urban,Y
LP001398,Female,Yes,2,Graduate,Yes,9232,2683,338.0,360,0.0,Urban,N
LP001399,Male,Yes,0,Graduate,Yes,7535,4175,361.0,360,0.0,Urban,Y
LP001400,Male,Yes,1,Not Graduate,Yes,12045,3730,398.0,360,0.0,Semiurban,Y
LP001401,Male,No,0,Graduate,No,3543,6628,53.0,360,0.0,Rural,N
LP001402,Male,No,2,Not Graduate,Yes,3202,5141,140.0,360,0.0,Urban,Y
LP001403,Female,No,1,Graduate,Yes,7447,5443,255.0,360,0.0,Semiurban,Y
LP001404,Male,Yes,1,Not Graduate,Yes,12621,1540,202.0,360,0.0,Semiurban,N
LP001405,Female,No,0,Graduate,Yes,14262,8088,97.0,360,,Semiurban,Y
LP001406,Male,Yes,3+,Graduate,Yes,2887,7959,142.0,360,0.0,Rural,N
LP001407,Female,No,0,Graduate,No,14594,625,295.0,360,0.0,Urban,Y
LP001408,Male,Yes,0,Not Graduate,No,14882,5972,227.0,360,0.0,Urban,N
LP001409,Male,Yes,0,Not Graduate,No,11355,6162,205.0,360,0.0,Urban,Y
LP001410,Female,Yes,3+,Graduate,Yes,11772,6797,,360,1.0,Semiurban,N
LP001411,Male,No,3+,Graduate,Yes,14968,4858,309.0,180,1.0,Urban,Y
LP001412,Male,Yes,2,Graduate,Yes,7326,837,273.0,360,0.0,Urban,Y
LP001413,Female,Yes,3+,Not Graduate,Yes,11688,2015,118.0,360,1.0,Rural,N
LP001414,Female,No,0,Not Graduate,,13384,5156,166.0,360,0.0,Urban,Y
LP001415,Male,Yes,3+,Not Graduate,Yes,12922,8263,391.0,180,0.0,Semiurban,N
LP001416,Male,Yes,0,Not Graduate,Yes,10942,7234,133.0,360,0.0,Rural,Y
LP001417,Male,Yes,0,Not Graduate,Yes,5962,4748,116.0,360,0.0,Semiurban,N
LP001418,Male,Yes,0,Graduate,Yes,3536,63,395.0,360,1.0,Semiurban,Y
LP001419,Male,No,1,Not Graduate,Yes,7905,8221,341.0,360,0.0,Urban,N
LP001420,Male,No,2,Not Graduate,No,8289,4652,347.0,360,0.0,Semiurban,Y
LP001421,Male,Yes,0,Not Graduate,Yes,7619,6789,368.0,360,1.0,Semiurban,Y
LP001422,Male,No,3+,Graduate,No,2037,7183,189.0,360,0.0,Rural,Y
LP001423,Male,Yes,1,Graduate,Yes,11246,2325,326.0,360,0.0,Semiurban,N
LP001424,Male,Yes,0,Graduate,,11844,5850,218.0,360,0.0,Semiurban,N
LP001425,Male,Yes,1,Graduate,Yes,10482,4372,196.0,360,1.0,Urban,Y
LP001426,Male,Yes,2,Graduate,Yes,8363,6364,143.0,360,,Urban,Y
LP001427,Male,Yes,3+,Graduate,Yes,3448,4765,176.0,360,0.0,Semiurban,Y
LP001428,Male,No,1,Graduate,Yes,6678,7191,114.0,180,1.0,Urban,Y
LP001429,Female,No,1,Graduate,No,6604,2879,305.0,360,1.0,Rural,Y
LP001430,Male,Yes,0,Graduate,Yes,5643,2188,118.0,120,0.0,Semiurban,Y
LP001431,Male,Yes,2,Graduate,Yes,14447,2781,386.0,360,0.0,Semiurban,Y
LP001432,Male,No,3+,Not Graduate,Yes,11127,2145,388.0,360,0.0,Semiurban,Y
LP001433,Male,No,0,Not Graduate,Yes,12941,275,254.0,360,0.0,Semiurban,Y
LP001434,Male,No,3+,Graduate,Yes,4348,1266,209.0,360,1.0,Semiurban,Y
LP001435,Male,Yes,1,Not Graduate,Yes,9805,6576,313.0,360,0.0,Semiurban,Y
LP001436,Male,No,0,Not Graduate,Yes,3843,4104,292.0,360,0.0,Semiurban,Y
LP001437,Male,Yes,3+,Graduate,Yes,6033,2319,349.0,360,1.0,Rural,N
LP001438,Male,Yes,1,Graduate,Yes,1661,31,37.0,360,0.0,Rural,Y
LP001439,Female,Yes,0,Graduate,,13604,851,193.0,360,0.0,Urban,Y
LP001440,Male,Yes,0,Graduate,Yes,10195,8796,325.0,120,0.0,Rural,N
LP001441,Male,Yes,0,Not Graduate,Yes,14847,5868,139.0,240,0.0,Rural,Y
LP001442,Male,Yes,3+,Graduate,Yes,4134,7720,275.0,360,1.0,Semiurban,N
LP001443,Female,Yes,2,Graduate,Yes,12197,1807,115.0,360,0.0,Semiurban,N
LP001444,Male,No,3+,Not Graduate,Yes,6601,6195,329.0,360,,Semiurban,Y
LP001445,Male,Yes,0,Graduate,Yes,7266,6331,50.0,360,0.0,Urban,N
LP001446,Female,Yes,0,Not Graduate,Yes,11086,6063,116.0,360,0.0,Urban,Y
LP001447,Female,Yes,0,Graduate,Yes,3009,7411,212.0,360,0.0,Rural,Y
LP001448,Female,No,1,Graduate,Yes,3819,3562,252.0,360,1.0,Semiurban,Y
LP001449,Male,Yes,3+,Graduate,Yes,12942,3198,65.0,360,0.0,Urban,Y
LP001450,Male,Yes,2,Graduate,Yes,7605,4504,310.0,360,0.0,Semiurban,Y
LP001451,Male,Yes,0,Graduate,Yes,10171,7985,255.0,360,0.0,Urban,N
LP001452,Male,No,3+,Graduate,Yes,14744,6734,68.0,360,1.0,Rural,Y
LP001453,Male,No,2,Graduate,Yes,13946,6989,356.0,360,1.0,Semiurban,N
LP001454,Male,Yes,0,Graduate,Yes,10446,2947,181.0,360,0.0,Semiurban,N
LP001455,Female,Yes,3+,Graduate,Yes,5499,4123,304.0,360,1.0,Urban,Y
LP001456,Male,No,0,Not Graduate,Yes,11528,4783,153.0,240,0.0,Semiurban,Y
LP001457,Male,Yes,0,Graduate,Yes,9895,5599,276.0,360,0.0,Rural,N
LP001458,Male,Yes,0,Graduate,Yes,12534,71,202.0,360,1.0,Semiurban,Y
LP001459,Male,Yes,1,Graduate,Yes,4849,9328,46.0,360,0.0,Semiurban,N
LP001460,Male,Yes,1,Graduate,Yes,12906,5516,159.0,360,0.0,Rural,Y
LP001461,Male,Yes,0,Graduate,Yes,13283,8234,279.0,360,0.0,Urban,Y
LP001462,Male,Yes,0,Graduate,Yes,14299,4360,99.0,360,0.0,Urban,Y
LP001463,Male,No,2,Not Graduate,Yes,5711,1831,199.0,180,0.0,Semiurban,Y
LP001464,Male,No,3+,Graduate,Yes,1891,45,286.0,360,0.0,Urban,Y
LP001465,Male,Yes,2,Graduate,Yes,13106,8174,71.0,360,0.0,Urban,N
LP001466,Female,No,0,Graduate,Yes,13136,7392,103.0,360,0.0,Semiurban,Y
LP001467,Male,Yes,0,Not Graduate,Yes,9451,6071,175.0,360,0.0,Semiurban,Y
LP001468,Male,Yes,0,Graduate,Yes,8331,1675,347.0,360,0.0,Rural,Y
LP001469,Female,Yes,0,Graduate,Yes,4273,7268,123.0,240,,Urban,Y
LP001470,Male,No,1,Graduate,Yes,3916,6381,365.0,360,0.0,Rural,Y
LP001471,Female,No,2,Graduate,Yes,2738,6744,116.0,360,0.0,Urban,Y
LP001472,Male,No,2,Graduate,Yes,8212,9461,144.0,240,1.0,Semiurban,Y
LP001473,Female,No,2,Not Graduate,No,12640,6834,202.0,360,0.0,Urban,Y
LP001474,Male,Yes,0,Graduate,Yes,2240,3023,346.0,360,0.0,Semiurban,N
LP001475,Female,No,0,Graduate,Yes,13575,2790,73.0,360,0.0,Rural,N
LP001476,Male,No,2,Not Graduate,No,7970,6343,321.0,360,0.0,Semiurban,Y
LP001477,,No,0,Graduate,Yes,13824,1012,183.0,360,0.0,Urban,Y
LP001478,Male,Yes,0,Graduate,Yes,14773,4589,168.0,360,0.0,Semiurban,Y
LP001479,Male,Yes,0,Graduate,Yes,12535,3507,309.0,360,0.0,Semiurban,Y
LP001480,Female,Yes,0,Graduate,Yes,11227,4802,397.0,360,0.0,Urban,Y
LP001481,Male,Yes,0,Graduate,Yes,8991,2071,106.0,360,0.0,Rural,Y
LP001482,Male,Yes,3+,Graduate,No,1868,7530,181.0,180,0.0,Urban,Y
LP001483,Male,Yes,3+,Not Graduate,Yes,11963,2317,187.0,360,0.0,Semiurban,Y
LP001484,Male,Yes,0,Not Graduate,Yes,11649,5347,154.0,360,0.0,Urban,Y
LP001485,Male,Yes,0,Not Graduate,Yes,6409,2175,109.0,360,0.0,Urban,Y
LP001486,Male,Yes,2,Graduate,No,6719,9978,327.0,360,0.0,Rural,Y
LP001487,Female,Yes,0,Graduate,No,10790,2372,324.0,360,1.0,Urban,Y
LP001488,Male,No,0,Graduate,Yes,12463,6802,394.0,360,0.0,Urban,Y
LP001489,Male,Yes,0,Graduate,No,9104,5225,100.0,360,0.0,Semiurban,Y
LP001490,Female,Yes,0,Not Graduate,Yes,11083,9652,370.0,360,0.0,Urban,N
LP001491,Female,No,2,Graduate,No,7706,6228,250.0,360,1.0,Semiurban,Y
LP001492,Male,Yes,3+,Not Graduate,Yes,3147,5121,,360,0.0,Semiurban,Y
LP001493,Male,Yes,0,Graduate,Yes,11723,8050,312.0,360,0.0,Rural,N
LP001494,Male,Yes,0,Graduate,Yes,11370,7732,21.0,360,0.0,Semiurban,Y
LP001495,Male,Yes,0,Graduate,Yes,11838,9656,371.0,360,0.0,Rural,Y
LP001496,Male,No,0,Graduate,Yes,4324,5144,241.0,360,0.0,Semiurban,Y
LP001497,Male,Yes,3+,Not Graduate,Yes,12988,9250,36.0,360,0.0,Urban,Y
LP001498,Male,Yes,2,Not Graduate,Yes,5670,6812,215.0,360,0.0,Urban,Y
LP001499,Male,Yes,1,Graduate,No,7409,9163,139.0,360,0.0,Rural,Y
LP001500,Female,Yes,2,Graduate,Yes,5281,7824,261.0,360,0.0,Semiurban,Y
LP001501,Female,No,3+,Graduate,Yes,11923,5455,193.0,240,0.0,Urban,N
LP001502,Male,Yes,3+,Graduate,Yes,13056,2504,51.0,360,0.0,Rural,Y
LP001503,Male,Yes,0,Graduate,,4628,9090,294.0,360,0.0,Urban,N
LP001504,Male,Yes,0,Not Graduate,Yes,10964,1502,214.0,360,0.0,Semiurban,Y
LP001505,Female,Yes,2,Graduate,No,3479,7042,23.0,360,0.0,Semiurban,Y
LP001506,Male,Yes,0,Graduate,No,13389,8534,300.0,360,0.0,Semiurban,Y
LP001507,Male,No,3+,Not Graduate,Yes,8112,3860,40.0,360,0.0,Urban,N
LP001508,Female,No,2,Graduate,Yes,11879,7858,257.0,360,0.0,Semiurban,Y
LP001509,Female,No,3+,Graduate,,7522,7519,112.0,240,0.0,Urban,N
LP001510,Female,No,0,Graduate,No,7581,2860,108.0,360,1.0,Semiurban,Y
LP001511,Male,No,3+,Graduate,Yes,12098,1248,132.0,240,1.0,Semiurban,N
LP001512,Male,Yes,0,Graduate,Yes,11268,7083,240.0,360,0.0,Rural,Y
LP001513,Male,No,3+,Graduate,Yes,13171,9400,117.0,360,0.0,Urban,Y
LP001514,Female,No,0,Not Graduate,Yes,13237,5010,161.0,360,0.0,Rural,N
LP001515,Female,No,1,Not Graduate,Yes,9332,6305,169.0,360,0.0,Semiurban,N
LP001516,Male,Yes,2,Not Graduate,Yes,11161,5762,67.0,360,1.0,Semiurban,N
LP001517,Male,Yes,1,Graduate,Yes,10671,4390,70.0,360,,Urban,Y
LP001518,Male,No,1,Not Graduate,Yes,2755,2139,227.0,360,0.0,Urban,N
LP001519,Female,No,3+,Graduate,No,13380,9802,30.0,240,0.0,Semiurban,Y
LP001520,Female,No,1,Graduate,Yes,11333,7335,289.0,360,0.0,Rural,N
LP001521,Male,Yes,2,Graduate,No,1799,8748,282.0,360,0.0,Semiurban,N
LP001522,Male,Yes,0,Graduate,,9309,6118,216.0,360,0.0,Rural,N
LP001523,Male,Yes,3+,Graduate,Yes,6021,3994,205.0,180,0.0,Semiurban,Y
LP001524,Female,No,2,Graduate,Yes,4542,1152,315.0,240,0.0,Rural,N
LP001525,Female,Yes,1,Not Graduate,No,10092,3744,240.0,360,1.0,Urban,Y
LP001526,Female,Yes,0,Graduate,No,2780,3621,100.0,360,0.0,Semiurban,N
LP001527,Male,No,1,Not Graduate,Yes,14528,5890,241.0,360,1.0,Rural,Y
LP001528,Male,Yes,0,Graduate,Yes,10553,9164,398.0,240,0.0,Rural,Y
LP001529,Male,No,0,Graduate,Yes,6089,3907,189.0,360,0.0,Semiurban,Y
LP001530,Male,Yes,2,Graduate,Yes,9633,3728,105.0,360,0.0,Urban,N
LP001531,Female,No,0,Graduate,No,8132,7747,63.0,360,0.0,Semiurban,Y
LP001532,Female,Yes,0,Graduate,Yes,14993,3066,280.0,360,0.0,Urban,Y
LP001533,Female,No,2,Graduate,No,12265,9483,123.0,360,1.0,Urban,Y
LP001534,Female,No,0,Graduate,Yes,4284,2860,303.0,360,1.0,Urban,N
LP001535,Male,Yes,0,Graduate,Yes,8898,163,247.0,120,0.0,Urban,Y
LP001536,Male,Yes,0,Not Graduate,Yes,8208,1714,207.0,360,0.0,Semiurban,N
LP001537,Female,Yes,1,Graduate,Yes,8673,3462,140.0,360,1.0,Semiurban,Y
LP001538,Female,No,2,Graduate,Yes,13877,1440,168.0,360,0.0,Urban,Y
LP001539,Male,No,2,Not Graduate,Yes,5659,5313,371.0,360,1.0,Semiurban,N
LP001540,Male,Yes,0,Graduate,Yes,10803,8992,324.0,360,0.0,Urban,Y
LP001541,Male,Yes,0,Not Graduate,Yes,10748,6227,76.0,120,1.0,Urban,Y
LP001542,Female,Yes,0,Not Graduate,Yes,10787,2660,360.0,360,0.0,Semiurban,Y
LP001543,Male,No,1,Not Graduate,Yes,3800,1690,208.0,120,0.0,Urban,N
LP001544,Male,No,3+,Graduate,Yes,7750,233,376.0,360,0.0,Semiurban,N
LP001545,Male,Yes,0,Graduate,Yes,9469,1876,57.0,360,,Urban,N
LP001546,Male,Yes,0,Graduate,Yes,5491,9153,220.0,360,0.0,Semiurban,Y
LP001547,Male,Yes,0,Graduate,Yes,2013,3370,248.0,360,0.0,Urban,Y
LP001548,Male,Yes,2,Graduate,Yes,5731,6339,150.0,360,0.0,Urban,Y
LP001549,Male,Yes,2,Graduate,,12368,5109,190.0,360,0.0,Urban,Y
LP001550,Male,Yes,2,Not Graduate,No,8052,1045,349.0,360,0.0,Semiurban,N
LP001551,Male,Yes,3+,Graduate,Yes,9812,6091,54.0,360,0.0,Urban,Y
LP001552,Male,Yes,1,Not Graduate,Yes,11193,4481,220.0,360,0.0,Urban,Y
LP001553,Female,Yes,0,Not Graduate,Yes,4347,4459,187.0,120,0.0,Urban,Y
LP001554,Male,Yes,0,Graduate,Yes,14611,8033,265.0,360,0.0,Semiurban,Y
LP001555,Male,Yes,2,Graduate,Yes,2617,6417,243.0,180,0.0,Urban,Y
LP001556,Female,No,2,Graduate,Yes,10196,1407,360.0,360,0.0,Urban,N
LP001557,Male,No,1,Not Graduate,Yes,12683,207,77.0,360,0.0,Rural,N
LP001558,Male,Yes,2,Graduate,Yes,11315,4370,309.0,360,0.0,Urban,N
LP001559,Male,Yes,2,Graduate,Yes,9361,7150,44.0,360,0.0,Semiurban,Y
LP001560,Male,No,3+,Graduate,Yes,3738,9944,51.0,360,,Rural,Y
LP001561,Male,No,1,Not Graduate,Yes,8100,8687,129.0,240,0.0,Urban,Y
LP001562,Male,Yes,2,Not Graduate,Yes,3933,901,120.0,360,1.0,Semiurban,N
LP001563,Male,Yes,0,Graduate,No,10494,7083,169.0,360,0.0,Urban,N
LP001564,Male,Yes,2,Graduate,Yes,8509,1749,364.0,180,0.0,Rural,N
LP001565,Male,Yes,3+,Graduate,Yes,8666,8651,212.0,360,0.0,Rural,Y
LP001566,,Yes,0,Graduate,No,5873,4489,128.0,360,0.0,Urban,N
LP001567,Male,Yes,2,Not Graduate,Yes,9646,9108,375.0,360,0.0,Urban,Y
LP001568,Male,No,2,Not Graduate,Yes,2971,6582,296.0,360,0.0,Semiurban,N
LP001569,Male,Yes,0,Not Graduate,No,10518,8030,252.0,360,1.0,Rural,Y
LP001570,Female,Yes,1,Graduate,No,14732,4734,40.0,360,,Urban,Y
LP001571,Male,Yes,0,Graduate,Yes,2928,4665,392.0,360,0.0,Rural,Y
LP001572,Male,Yes,3+,Graduate,Yes,12135,2194,271.0,360,0.0,Rural,N
LP001573,Male,Yes,3+,Graduate,Yes,6374,7126,33.0,360,0.0,Urban,Y
LP001574,Male,Yes,0,Graduate,Yes,9423,959,234.0,360,1.0,Semiurban,N
LP001575,Male,No,0,Not Graduate,Yes,5806,8585,43.0,240,0.0,Urban,Y
LP001576,Female,Yes,1,Graduate,Yes,14677,4538,39.0,360,0.0,Semiurban,N
LP001577,Female,No,0,Not Graduate,No,5281,4058,221.0,360,0.0,Urban,N
LP001578,Male,No,0,Graduate,Yes,11717,4842,340.0,240,0.0,Semiurban,Y
LP001579,Female,Yes,1,Graduate,Yes,3817,2177,71.0,360,0.0,Semiurban,N
LP001580,Male,Yes,0,Graduate,Yes,8188,1799,376.0,120,1.0,Semiurban,Y
LP001581,Male,Yes,0,Graduate,Yes,2506,7570,205.0,360,0.0,Semiurban,N
LP001582,Male,No,3+,Graduate,Yes,3137,8696,226.0,360,1.0,Semiurban,Y
LP001583,Female,No,3+,Not Graduate,Yes,10536,719,379.0,360,1.0,Rural,Y
LP001584,Male,No,2,Graduate,Yes,6611,1987,114.0,360,0.0,Semiurban,Y
LP001585,Male,Yes,3+,Not Graduate,No,8949,5773,367.0,360,0.0,Semiurban,Y
LP001586,Male,No,0,Not Graduate,Yes,14185,9066,285.0,360,0.0,Urban,Y
LP001587,Male,Yes,0,Graduate,Yes,4787,2878,345.0,360,1.0,Urban,Y
LP001588,Male,Yes,0,Not Graduate,Yes,13195,8825,34.0,360,0.0,Urban,N
LP001589,Male,Yes,2,Graduate,Yes,6940,2420,194.0,360,0.0,Semiurban,Y
LP001590,Male,Yes,3+,Not Graduate,Yes,4361,1324,238.0,360,0.0,Semiurban,Y
LP001591,Male,No,2,Graduate,Yes,2138,1008,29.0,360,0.0,Semiurban,N
LP001592,Male,Yes,3+,Graduate,Yes,10184,9331,38.0,360,0.0,Rural,N
LP001593,Male,Yes,2,Graduate,Yes,12690,403,87.0,360,0.0,Urban,N
LP001594,Male,Yes,0,Graduate,No,7225,6233,297.0,360,0.0,Semiurban,Y
LP001595,Male,No,1,Not Graduate,Yes,13349,8887,338.0,180,0.0,Rural,Y
LP001596,Female,No,0,Not Graduate,Yes,3675,9099,313.0,180,0.0,Semiurban,Y
LP001597,Male,Yes,0,Not Graduate,Yes,7095,6772,34.0,360,1.0,Semiurban,Y
LP001598,Male,Yes,2,Graduate,Yes,2985,6590,345.0,120,0.0,Rural,Y
LP001599,Male,Yes,1,Graduate,Yes,8081,120,133.0,180,0.0,Semiurban,N
LP001600,Male,No,1,Graduate,Yes,6043,6460,319.0,360,1.0,Semiurban,Y
LP001601,Male,Yes,1,Graduate,Yes,6721,6281,177.0,360,0.0,Rural,N
LP001602,Male,Yes,0,Graduate,Yes,10250,5862,123.0,360,0.0,Semiurban,Y
LP001603,Male,Yes,1,Graduate,Yes,5248,2865,299.0,360,1.0,Urban,Y
LP001604,Male,Yes,1,Graduate,Yes,10661,3731,105.0,360,0.0,Rural,N
